33.0058593108581,-106.733991229243
33.2715563932881,-106.705997506812
33.5365954695808,-106.675460811557
33.7995464515217,-106.636854332622
34.0607934296447,-106.593323574018
34.3201886957251,-106.544441684233
34.5764459687639,-106.488415873914
34.8314759036123,-106.429595918935
35.0815458646524,-106.361574068533
35.3302154687538,-106.291318563567
35.574085895024,-106.213634515163
35.8149825886689,-106.132043647726
36.0520588375928,-106.045433571091
36.2839850138665,-105.953006352817
36.5134574700728,-105.857807593607
36.7352155220607,-105.755043036128
36.9548308663087,-105.650354142345
37.1666668909654,-105.538990054948
37.3745285124699,-105.424624499571
37.5763318982947,-105.305683766563
37.7712421901409,-105.182140561228
37.9622033217625,-105.055960528263
38.1429646770359,-104.923738684602
38.3208409737682,-104.789901822894
38.4876887508688,-104.650255226981
38.6498305125705,-104.508400404559
38.8034071893535,-104.362526545654
38.9486168091101,-104.213152774151
39.0881127702041,-104.061388997909
39.2151926411009,-103.904995288957
39.3386451026552,-103.747295880219
39.4475507862569,-103.584764306267
39.5512879004937,-103.420705637692
39.6436840222921,-103.253296183367
39.7265081822968,-103.083377266589
39.8015851269205,-102.911427277547
39.8622987257784,-102.736147124199
39.9186425644925,-102.559870589323
39.9566523086526,-102.379851567809
39.9892999877622,-102.198874473975
40.0075617086333,-102.015326954707
40.0205610759653,-101.81970602841
40.0285274469717,-101.612537908874
40.0362654940468,-101.373153207807
40.0439277387341,-101.123072764979
40.0512870133961,-100.832016417924
40.0585725742422,-100.531399847416
40.065621195723,-100.200108502681
40.0725244781437,-99.8508322293468
40.0792636027371,-99.4812423059953
40.0857819586313,-99.0855812588607
40.092209796148,-98.6792306717848
40.0983405774149,-98.239459779876
40.1043960034091,-97.79153880616
40.1101958962039,-97.3162806363107
40.1158602415584,-96.827261760981
40.1213434767081,-96.3198566720826
40.1266140933218,-95.7920148241654
40.1317788806371,-95.2540007311097
40.1366531204091,-94.6896108396312
40.1414503634518,-94.1184810079912
40.1459728845298,-93.5238626512963
40.1503702447183,-92.9191967192555
40.1545689473936,-92.2985831030786
40.1585637766271,-91.6626559996631
40.1624368707102,-91.0175850388961
40.1660265208876,-90.3526716931321
40.169537532879,-89.6824285488523
40.1727540392096,-88.9930566435804
40.1758563661325,-88.2968392001126
40.1787418933027,-87.5876236949259
40.1814328870561,-86.8677068812962
